client_id,Product_ID,Session_Length_min,View_Count,Purchased
Store_1,5563,3.8689581694394537,3,0
Store_1,8473,5.962856806592993,7,1
Store_1,1918,1.501674396283836,2,0
Store_1,5494,6.578997519300085,16,0
Store_1,5423,3.555681676956609,4,1
Store_1,2072,7.269076662016149,12,1
Store_1,4942,1.8261294717097218,1,0
Store_1,3772,6.295373437021606,16,0
Store_1,4102,8.124195249783648,14,0
Store_1,5079,3.244107446038439,18,1
Store_1,5705,5.769941962639394,2,0
Store_1,6957,2.985938270294948,4,0
Store_1,3890,4.850353107175673,11,0
Store_1,3586,0.6877964837033081,2,1
Store_1,7773,3.0943520677657377,15,1
Store_1,4318,6.655477977563603,17,0
Store_1,1768,5.0214677797606155,15,1
Store_1,3307,1.7002863820982759,14,0
Store_1,4558,3.5605646087760503,14,0
Store_1,7253,4.382030420926226,5,0
Store_1,5667,4.795478425861154,17,0
Store_1,7988,8.358399329874167,7,1
Store_1,5059,4.499508594024237,3,1
Store_1,3674,5.5545122488583205,5,0
Store_1,2552,4.5408492866860115,9,0
Store_1,7394,3.9796585294533346,13,0
Store_1,1471,7.010822030964862,6,1
Store_1,5876,2.2564771694242616,12,1
Store_1,3134,4.897891174479883,8,0
Store_1,5142,8.79837064167374,17,0
Store_1,3472,5.397714291565247,7,0
Store_1,9801,10.09172474718914,2,0
Store_1,4774,3.2613548399148415,2,1
Store_1,4942,1.9779331416840207,14,0
Store_1,8904,4.416173356122481,19,1
Store_1,3540,3.2766935741914587,3,1
Store_1,6534,3.9102422316525347,15,1
Store_1,4552,9.579278277630198,7,0
Store_1,2464,3.207830604239902,5,1
Store_1,5851,5.427724465657899,15,1
Store_1,9792,5.787144022309185,15,1
Store_1,6720,4.80968129702877,19,1
Store_1,2127,7.267859998381132,2,0
Store_1,3301,8.799859036966996,3,0
Store_1,4198,4.207039878951908,6,1
Store_1,9505,8.505699458165003,8,0
Store_1,9721,9.017282081800094,4,0
Store_1,9503,5.839341269672409,4,0
Store_1,8496,6.2308785025824385,5,1
Store_1,9212,0.7301562184779771,5,0
Store_1,6116,4.503487810348651,11,1
Store_1,1207,6.442112824483503,7,1
Store_1,9606,6.893546312831376,8,1
Store_1,6673,3.119367799900218,11,0
Store_1,4367,10.176658620665748,7,0
Store_1,6661,3.0053308475166087,4,0
Store_1,9058,3.6854919528866423,15,1
Store_1,7962,7.741023118568949,16,1
Store_1,8904,6.041646371971979,9,0
Store_1,2381,7.444364233010306,18,1
Store_1,7314,2.7923191479657703,9,0
Store_1,1957,3.851238981762628,8,0
Store_1,7629,8.308568508930467,11,1
Store_1,8851,8.57880712861305,9,1
Store_1,5921,7.379839432095334,11,0
Store_1,3520,6.873798388608211,2,1
Store_1,7629,4.519572229944485,9,0
Store_1,8319,5.353387366852997,19,1
Store_1,5552,5.897708907816622,15,1
Store_1,3615,3.661246783567468,9,1
Store_1,5172,3.576263344096131,7,0
Store_1,1011,6.203892833859054,3,1
Store_1,9060,3.764160202536413,2,0
Store_1,1446,6.456602820959909,11,1
Store_1,3681,4.550489836230318,6,0
Store_1,6363,9.576950015142675,11,1
Store_1,7879,6.997935670633241,14,1
Store_1,5037,6.101485383065095,8,0
Store_1,4249,3.9867576628947488,19,1
Store_1,7098,1.996992743166175,9,1
Store_1,5782,4.8613325837013965,6,0
Store_1,3718,6.389091103916366,6,0
Store_1,9003,6.488748738334177,2,1
Store_1,1643,-0.49964974583252175,1,0
Store_1,3650,1.9885806752413848,17,1
Store_1,8377,5.337361718821019,18,0
Store_1,2416,7.14541748153488,14,0
Store_1,4656,5.7586507280612285,13,0
Store_1,1303,5.173719551627222,10,1
Store_1,7739,5.232828455781347,10,1
Store_1,5203,7.425661391547169,7,1
Store_1,3800,5.344813318193405,8,1
Store_1,3237,3.4512980258813846,13,1
Store_1,5054,4.2276745301844345,11,0
Store_1,5263,4.121689332106379,12,1
Store_1,3240,2.644714660250974,18,0
Store_1,9284,3.4540690061782167,15,0
Store_1,5201,4.600233879657289,8,1
Store_1,6413,8.648378834233103,14,0
Store_1,4628,3.32629609997799,9,0
Store_1,3901,6.163508274333607,12,0
Store_1,8742,1.3260495737393576,17,1
Store_1,9891,3.4718289314725994,8,1
Store_1,1977,2.2755115789499256,19,1
Store_1,2297,4.649451574213029,4,0
Store_1,3942,6.576967464350497,14,0
Store_1,5500,1.17250623026067,4,0
Store_1,1165,3.5402540424850635,9,0
Store_1,3774,4.67261847378184,5,0
Store_1,1446,2.856252958053373,19,0
Store_1,4257,5.906376432266433,1,1
Store_1,7714,4.801769953662639,14,0
Store_1,9672,6.01572661442389,8,1
Store_1,5860,4.970576080205602,9,0
Store_1,8856,3.534944560375737,17,0
Store_1,8181,6.560263247827015,10,1
Store_1,8374,3.537574020927264,3,0
Store_1,5702,6.680684360453542,11,0
Store_1,8698,3.408489845877181,7,0
Store_1,4445,3.5106701951701726,4,1
Store_1,1152,2.3396209688929925,1,0
Store_1,6647,7.527026085666298,14,0
Store_1,9018,5.605689678534461,15,0
Store_1,6234,5.9769483020636285,17,0
Store_1,9551,6.588183078332919,5,1
Store_1,9549,4.615094236478161,10,0
Store_1,5135,3.526778132984964,19,1
Store_1,5125,4.916012297542798,11,1
Store_1,9162,6.133633864124121,8,0
Store_1,3466,2.501528960854735,8,1
Store_1,6408,4.847885342146267,17,1
Store_1,5837,4.6736212904781596,14,0
Store_1,2685,3.5415974222937283,18,0
Store_1,4206,4.686835863590513,15,1
Store_1,8546,4.32279399160522,6,1
Store_1,6998,1.353891764803584,8,1
Store_1,1003,1.624517183751272,1,0
Store_1,1885,4.517730111224194,5,0
Store_1,5843,7.169352972170677,13,1
Store_1,9197,1.0712802775423245,13,0
Store_1,1531,1.0098621811626054,17,0
Store_1,8482,6.101634703427756,18,1
Store_1,5566,3.409933044088292,18,0
Store_1,4750,5.805618211940764,10,0
Store_1,4654,2.671477152984133,9,0
Store_1,7728,6.6538640514605945,17,1
Store_1,9079,0.5121529858547973,15,1
Store_1,3704,5.550469022808233,3,0
Store_1,3994,5.240481668647935,2,0
Store_1,3666,4.91777853567194,10,0
Store_1,1841,6.24340834446343,10,0
Store_1,2378,6.394441570040737,4,0
Store_1,7007,6.555724412797049,1,1
Store_1,8874,7.247127931657728,17,0
Store_1,8089,7.8225350321935005,19,1
Store_1,6742,6.565539528995821,5,0
Store_1,3507,2.7765649483022807,3,1
Store_1,7350,2.7457290066200986,9,0
Store_1,6893,4.757027738934032,18,0
Store_1,9504,7.492960002555155,6,0
Store_1,2533,6.393628058878027,4,1
Store_1,9519,5.703569604978707,10,1
Store_1,5754,6.555589503442819,9,1
Store_1,9276,7.187813903264931,7,1
Store_1,8815,0.7112365023408653,2,0
Store_1,9757,-0.11341140661613913,16,0
Store_1,1349,3.864823290030502,19,0
Store_1,9330,5.486679130528325,15,0
Store_1,1220,4.038179991401178,5,1
Store_1,6991,2.9190703222458367,16,1
Store_1,2771,8.387026013024133,4,0
Store_1,1516,6.932814534578391,5,1
Store_1,9521,4.571343867710173,2,1
Store_1,3199,5.787269753149133,5,0
Store_1,7276,3.873390124684672,2,0
Store_1,5915,4.779999940274837,2,1
Store_1,8135,4.2573759706940715,19,0
Store_1,4679,3.6429078763834015,18,0
Store_1,2521,1.8238317699112518,17,0
Store_1,4721,4.986670999219477,19,1
Store_1,8875,6.1382709614011794,6,0
Store_1,6546,2.9598426487600378,5,0
Store_1,8745,0.5575329984497515,4,0
Store_1,4602,4.871469743140779,9,1
Store_1,5803,2.910830825329895,7,0
Store_1,8088,3.9784293647416593,15,1
Store_1,9545,2.707864115783343,19,1
Store_1,9421,3.979500420542939,5,0
Store_1,5857,6.110656294407811,14,0
Store_1,8087,5.6109909721456255,10,0
Store_1,2052,3.4665553174652293,4,0
Store_1,1467,9.229195238911563,14,0
Store_1,6303,6.479516367954876,6,0
Store_1,3394,10.365936550927291,10,0
Store_1,3920,4.9467761960777334,5,1
Store_1,2977,3.4517695409628875,3,1
Store_1,2750,4.524562180466467,6,0
Store_1,3043,4.710901830805638,7,0
Store_1,2387,9.87376408083086,10,1
Store_1,6826,5.913171231334107,3,1
Store_1,5462,5.58494608444618,8,0
Store_1,9982,3.6779892082087864,11,0
Store_1,6178,8.982937879764942,8,0
Store_1,1161,3.6253551494850873,9,0
Store_1,3634,3.1187540145041024,19,0
Store_1,9395,3.2282736884991943,15,1
Store_1,5211,1.8097685552649492,5,0
Store_1,7470,6.797529337479327,5,1
Store_1,8491,3.5005026946653395,9,0
Store_1,8604,2.181903560233759,16,0
Store_1,3824,7.52468759348046,5,0
Store_1,2979,4.650359113205166,18,1
Store_1,7022,3.393808325529038,8,1
Store_1,1299,4.024564623748052,2,0
Store_1,9592,5.061009629000856,5,1
Store_1,9133,3.9243418630933986,9,0
Store_1,3784,3.996250397450905,1,1
Store_1,3300,1.9105158493581267,11,1
Store_1,4991,4.036685097890851,7,1
Store_1,8861,3.3694393412177552,9,0
Store_1,9994,5.331605274501591,12,0
Store_1,5306,7.862255940993023,6,0
Store_1,7688,10.18624203539232,14,0
Store_1,6440,8.826943117412647,14,0
Store_1,6725,2.9606784653463825,6,1
Store_1,6032,4.909022932359313,10,0
Store_1,9277,4.785206297102359,14,1
Store_1,6409,4.720509171065007,19,0
Store_1,4440,5.448812842393922,1,0
Store_1,4679,7.4010621950198505,13,1
Store_1,1125,2.274799440501074,14,1
Store_1,3261,3.12478444070538,18,1
Store_1,2693,8.70230812403823,15,1
Store_1,6194,6.048674571152092,14,1
Store_1,6225,3.6572529610802302,12,0
Store_1,2096,3.5724010677226037,1,1
Store_1,4583,4.300484655383873,5,0
Store_1,6926,7.102687470523502,17,1
Store_1,4568,5.504384301396184,19,1
Store_1,1201,3.2830167995090793,9,1
Store_1,2408,4.819483103567246,9,1
Store_1,4166,9.078726709892118,17,1
Store_1,5319,6.353802475388715,10,0
Store_1,7314,3.6398687374900254,5,0
Store_1,2387,6.58050688747626,16,1
Store_1,5109,4.971149030630117,8,0
Store_1,4128,8.655112598483054,5,0
Store_1,6998,4.716301637509669,8,1
Store_1,8679,6.076167543599055,3,0
Store_1,9724,5.1785046644343575,14,1
Store_1,2653,2.9701605597649463,9,1
Store_1,4814,3.869558860260499,15,0
Store_1,6038,2.447854636058858,9,1
Store_1,8301,5.012232134016887,4,0
Store_1,4228,8.469919153537681,8,0
Store_1,6415,5.982442982727186,6,1
Store_1,5337,4.335190901562221,16,1
Store_1,4452,1.9504531862659689,13,1
Store_1,4244,3.215505136347332,3,0
Store_1,4812,3.0185894276364325,11,1
Store_1,1227,4.724181214709327,17,0
Store_1,7082,4.436688072720377,3,1
Store_1,1059,8.663856179866745,4,0
Store_1,6102,4.339727929425292,18,0
Store_1,1201,2.740048258431168,8,0
Store_1,4973,5.759345711368809,10,0
Store_1,5237,9.138177890048738,15,1
Store_1,7521,3.4570053509526764,7,1
Store_1,4777,4.1731942034197775,5,0
Store_1,6863,7.233365665484494,12,1
Store_1,9929,8.451124372220193,2,0
Store_1,3064,4.951555903587832,16,0
Store_1,1724,3.7835231335246204,14,0
Store_1,3499,6.869546887821296,18,1
Store_1,6117,5.465006340910501,8,0
Store_1,8057,2.710882014887104,16,0
Store_1,5294,6.175050580127989,16,1
Store_1,2488,6.741101434401023,9,1
Store_1,7874,6.041249943342226,9,1
Store_1,9071,5.615476101879559,10,0
Store_1,7035,5.098517753632087,2,0
Store_1,1412,4.011679461962511,3,1
Store_1,9794,4.612800058826648,4,1
Store_1,9389,7.094187313813656,3,0
Store_1,7935,7.0364716016553945,2,0
Store_1,1055,5.989870473478947,7,0
Store_1,9212,2.5670378905816307,11,1
Store_1,6270,4.69977099712025,1,0
Store_1,5309,7.829657726334659,18,0
Store_1,4274,3.263060156830301,17,1
Store_1,1747,4.687504454644708,8,0
Store_1,3798,7.095709027425105,8,0
Store_1,3023,4.532313569731735,17,0
Store_1,2877,4.047552238590076,18,1
Store_1,6533,3.3798887339329093,10,0
Store_1,8977,4.574030177097015,11,0
Store_1,9845,6.288581186204922,6,1
Store_1,9154,3.0679554058143608,15,1
Store_1,5528,3.959106401620333,11,0
Store_1,5750,6.383737995898151,3,1
Store_1,5296,4.159285043151931,16,0
Store_1,7142,5.134761204842139,5,1
Store_1,1830,5.360281521414832,10,1
Store_1,7074,6.141412874283965,7,1
Store_1,8679,5.3649986222254,11,1
Store_1,1515,6.120908505899615,16,1
Store_1,5839,5.658588939279599,17,1
Store_1,8001,6.167415097959575,19,0
Store_1,3016,5.1686163953951345,13,1
Store_1,1859,3.289499878620144,9,1
Store_1,1213,5.4239418712999665,13,1
Store_1,1303,2.570886715354618,13,1
Store_1,9174,2.5550415493648844,6,0
Store_1,2633,6.055393006600246,18,1
Store_1,6040,2.119978927359939,2,0
Store_1,8275,5.753389697352772,5,0
Store_1,8605,3.6725224378051005,2,0
Store_1,6163,6.022503303236045,7,1
Store_1,1802,4.090013176704766,7,1
Store_1,3940,6.38964941314744,18,1
Store_1,6458,5.7944121645910185,18,1
Store_1,8338,1.3294258917335138,1,0
Store_1,4109,3.9634969740560306,9,0
Store_1,2643,4.4781620318293704,4,0
Store_1,7335,3.2910669874659355,2,0
Store_1,7336,4.903201898742842,2,1
Store_1,2068,8.736564500035279,1,0
Store_1,1175,5.163797332677174,6,0
Store_1,5062,7.417434595155248,1,0
Store_1,7419,2.3458752157487592,9,1
Store_1,6930,4.4341891038086825,5,1
Store_1,4884,3.1849431749802672,10,1
Store_1,4679,3.345924869930424,17,0
Store_1,9553,5.00792436224215,18,0
Store_1,3754,6.4947807171861776,17,0
Store_1,7906,4.9001187714364915,14,1
Store_1,3988,6.040469791650922,19,1
Store_1,5912,5.553826391599406,11,0
Store_1,4691,2.8459745983024547,10,0
Store_1,8737,6.446191774306962,13,1
Store_1,2789,2.479368334325295,4,0
Store_1,6518,3.558340461180054,12,0
Store_1,8252,6.165861014683173,7,0
Store_1,6024,3.1113583297423113,18,0
Store_1,3289,4.53527624628739,1,1
Store_1,7407,5.861158969253047,14,1
Store_1,4239,4.66969175394325,4,1
Store_1,8225,8.072635147636094,15,0
Store_1,4069,6.382494017732412,1,1
Store_1,4398,2.8490485764732836,8,0
Store_1,6967,7.316516561556052,10,0
Store_1,8927,6.69155012716873,13,0
Store_1,7998,5.58256865614216,15,0
Store_1,3595,2.8313039379551155,6,0
Store_1,1843,5.117163162675894,14,0
Store_1,4480,8.42441851220834,3,0
Store_1,8874,4.040571434161824,15,0
Store_1,8606,4.826199906693886,18,1
Store_1,7003,4.847752124912309,8,1
Store_1,2501,4.724863583201987,1,0
Store_1,5195,5.322675043397789,6,1
Store_1,9374,4.754714360697333,3,1
Store_1,6584,8.245751968942418,19,1
Store_1,6816,6.392447365125696,1,1
Store_1,2895,11.805475304255816,9,0
Store_1,7292,2.818590475145246,3,1
Store_1,2143,4.7980067171611385,5,0
Store_1,2962,4.9944138546759635,10,1
Store_1,8483,0.006340017558152056,8,0
Store_1,9132,5.020395364014233,13,0
Store_1,3946,7.318787029207396,15,1
Store_1,9184,6.237259726134415,15,0
Store_1,8190,8.770955354105467,10,1
Store_1,7463,5.745718494623676,12,0
Store_1,9865,5.516663283728215,16,1
Store_1,8776,5.812975022497096,15,1
Store_1,9200,4.013248145005295,8,1
Store_1,9201,3.035212377796609,8,1
Store_1,9459,6.544456202831178,16,1
Store_1,9485,6.354387997066377,16,0
Store_1,8955,3.3421983616570268,7,0
Store_1,8262,2.395248502709749,15,0
Store_1,3007,5.181655971736519,19,0
Store_1,7852,4.416525344756994,4,0
Store_1,3264,7.61561865871611,11,1
Store_1,4482,2.1317632048942445,19,0
Store_1,9571,5.4618535280793115,19,1
Store_1,8025,5.3212436501629075,11,0
Store_1,1847,2.875069268002531,7,0
Store_1,9154,3.131373403994823,17,0
Store_1,3457,6.251245790699215,16,0
Store_1,1418,3.4874364978751125,5,0
Store_1,4818,4.636274685250483,4,0
Store_1,4812,1.657158986653077,11,0
Store_1,3797,4.219941626684303,9,0
Store_1,1055,7.212265990933249,3,1
Store_1,4056,7.86262522580274,2,1
Store_1,2781,9.458929285824668,5,1
Store_1,8552,5.291672532483941,10,0
Store_1,1281,6.611382947844499,12,1
Store_1,7984,7.682667659755541,11,0
Store_1,9406,6.557456567277834,7,0
Store_1,3870,4.228654805756261,18,0
Store_1,4112,5.835176763285579,10,0
Store_1,8437,4.787358152374363,14,0
Store_1,5769,7.820923652715968,14,0
Store_1,8155,6.248130774245515,6,0
Store_1,9312,7.062447932133473,13,0
Store_1,9262,4.685475611913062,13,0
Store_1,9205,4.5380777217619235,18,1
Store_1,9462,3.8918321060508196,15,1
Store_1,5950,7.3105272718134735,18,0
Store_1,8691,5.890644187212038,12,1
Store_1,1894,8.07386773360625,14,0
Store_1,3010,5.494588106973663,16,0
Store_1,7997,3.4781140388660567,1,0
Store_1,5833,5.609074797031916,1,0
Store_1,4946,3.490812861933198,2,0
Store_1,5673,7.070553132360512,19,1
Store_1,5368,9.104790984242412,6,0
Store_1,9232,4.574434974555817,5,1
Store_1,1777,5.148351002494395,4,1
Store_1,5489,3.4353332003009083,9,1
Store_1,9926,4.506162327651875,11,1
Store_1,9491,4.336383846957065,16,0
Store_1,9844,1.8603868926409972,6,1
Store_1,3279,5.289031876925379,1,1
Store_1,1218,5.729022271074667,11,1
Store_1,6109,5.436678509676682,13,0
Store_1,7307,3.4002310470373307,3,0
Store_1,8374,4.033539100093224,17,0
Store_1,5564,6.390732970753048,1,0
Store_1,8155,3.472460997623971,7,0
Store_1,2743,5.690619112329541,16,0
Store_1,3680,2.2153148394704827,16,1
Store_1,7787,7.273722437967416,17,0
Store_1,8376,2.2772842575045926,18,0
Store_1,2768,2.775645203207419,9,1
Store_1,4102,6.983114605764109,13,0
Store_1,9422,2.877223016036152,2,0
Store_1,6855,2.823373518477019,3,0
Store_1,4740,4.811078927745578,2,1
Store_1,2074,4.084315490116267,8,1
Store_1,6303,3.7434730538344603,7,0
Store_1,6076,7.432509432767558,14,1
Store_1,8851,2.485874895344719,10,1
Store_1,6681,6.008698231439283,12,0
Store_1,7462,2.443485908571891,1,0
Store_1,4942,2.102837906346091,12,1
Store_1,3377,5.236849091982789,3,1
Store_1,1434,4.788220427645212,7,1
Store_1,6602,4.80016636995781,16,1
Store_1,1546,5.442232912026788,10,0
Store_1,4115,2.05084588912903,18,0
Store_1,5180,1.8939261409751005,11,1
Store_1,5457,2.7505447211601175,15,0
Store_1,1987,2.5319997585201444,16,0
Store_1,6353,1.4683370076508129,13,0
Store_1,2371,5.560452816383682,11,1
Store_1,8784,3.7184618713992554,19,1
Store_1,1063,4.4996132306520735,4,0
Store_1,8786,2.776226807052248,14,0
Store_1,7396,4.811239639293416,2,1
Store_1,2838,6.046556726644177,10,0
Store_1,4008,6.537716012195963,14,0
Store_1,4872,2.2365568872747468,6,1
Store_1,7489,3.382205457578318,6,0
Store_1,9088,4.184136374910932,15,1
Store_1,8071,6.1442914205622365,16,0
Store_1,4496,3.6051775348217197,17,0
Store_1,5561,1.25729994148947,7,0
Store_1,9250,5.651294647579896,6,0
Store_1,8605,2.3488148312940638,2,0
Store_1,9262,6.584292054520036,12,1
Store_1,4640,6.2620749046681405,12,1
Store_1,1266,4.389593436382632,13,0
Store_1,3326,6.3407546485799795,19,0
Store_1,8453,6.098020970184198,4,1
Store_1,2075,3.259180929893728,14,0
Store_1,4942,4.66674578389121,16,1
Store_1,1189,4.210391070452132,15,1
Store_1,5943,8.401548008996347,3,1
Store_1,6166,6.606094167349137,17,0
Store_1,7126,4.487357199001218,16,0
Store_1,1065,6.9368554511123754,1,0
Store_1,8861,3.042261804658887,9,0
Store_1,1043,3.695410409349795,1,0
Store_1,6883,4.980623483613243,16,0
Store_1,7842,5.260756702070175,3,0
Store_1,4328,5.105160706804797,1,0
Store_1,8549,5.04722705554724,1,0
Store_1,3543,5.075784871474071,6,0
Store_1,6764,8.11444816719176,13,1
Store_1,9179,4.299342069817365,8,0
Store_1,6697,4.925304562018279,9,1
Store_1,2859,6.78591187434788,8,1
Store_1,7909,2.8061438166769794,11,0
Store_1,2335,6.614121124417038,5,1
Store_1,3131,0.8242995937702364,14,0
Store_1,4694,4.9529356778713,14,1
Store_1,7214,5.467829832746779,4,0
Store_1,9940,4.4427925935503305,9,1
Store_1,6139,4.755504576903287,17,1
Store_1,8177,5.81109875964056,14,0
Store_1,1459,7.52292160797761,19,0
Store_1,9141,9.878668557438534,17,0
Store_1,6925,4.81429136578179,6,1
Store_1,4619,2.999438234922767,1,1
Store_1,7564,3.619646836974537,11,0
Store_1,3524,2.9277448452242303,18,0
Store_1,2100,5.9501481180262745,10,0
Store_1,1496,5.056935480632552,12,0
Store_1,6530,4.897805881185137,11,1
Store_1,7073,2.69253504601924,7,1
Store_1,2615,5.084128145739304,15,0
Store_1,9442,5.9571453300896255,15,0
Store_1,1506,6.5160547575209415,19,0
Store_1,2957,2.5032243757458956,19,0
Store_1,2789,4.440624636124059,1,0
Store_1,2342,4.638821578367497,13,0
Store_1,5785,4.643542510630931,10,0
Store_1,2062,6.355981794059299,17,1
Store_1,9717,5.011766823894843,9,0
Store_1,6400,6.985121487984345,11,0
Store_1,8353,4.682335278836182,9,1
Store_1,9877,4.496551318784966,16,0
Store_1,4734,2.0359446363779785,7,1
Store_1,8264,2.183101718795911,4,0
Store_1,1647,4.8388652092466025,17,0
Store_1,3019,6.219846666484427,3,0
Store_1,3832,5.045014698702013,8,1
Store_1,4675,5.467833984661681,4,0
Store_1,5696,8.408259259065684,3,1
Store_1,4428,2.715450692159453,12,0
Store_1,4549,5.871147965750857,16,1
Store_1,8059,3.4866794171298885,18,0
Store_1,6008,1.6231120211733319,12,1
Store_1,6508,4.570241849132559,4,1
Store_1,7479,5.039570727364355,6,1
Store_1,8348,6.196595493383149,7,1
Store_1,2493,4.3305970640472715,11,1
Store_1,5075,3.372914854588929,4,0
Store_1,6218,3.7365660970894385,15,0
Store_1,8931,3.4824822160880258,4,0
Store_1,7734,5.302274763327272,18,1
Store_1,2259,1.0888028905348568,9,1
Store_1,3119,6.573544241667115,4,0
Store_1,2940,3.5728308157755846,9,0
Store_1,6357,5.87499659281691,17,0
Store_1,3006,4.21883537470286,15,0
Store_1,2819,4.896073643980251,10,0
Store_1,3502,3.1073775085502624,14,1
Store_1,8061,1.8875989541698335,3,0
Store_1,7002,6.201398198963397,9,1
Store_1,7659,0.48250108434699346,9,0
Store_1,4673,3.4586750894310416,1,0
Store_1,5403,3.6719804445550404,17,0
Store_1,3371,2.18854371116391,13,0
Store_1,9878,6.277733392057698,1,1
Store_1,4404,4.2964983963826615,17,0
Store_1,3140,6.404058041374422,14,1
Store_1,4589,7.2437495428054905,19,1
Store_1,8691,3.840085471371613,3,0
Store_1,4497,3.8009798870642317,8,1
Store_1,6410,2.8908283554924146,18,0
Store_1,7395,3.632909713033362,2,0
Store_1,3691,3.5170305490799327,17,1
Store_1,4089,8.235919368761811,1,0
Store_1,1152,3.6146406414408006,3,0
Store_1,2370,5.949382448970009,11,0
Store_1,2691,5.865231299119112,10,0
Store_1,2627,2.7907079663566776,4,0
Store_1,2371,5.582343119232002,2,0
Store_1,7301,6.628493206813433,19,0
Store_1,9622,6.503419807862875,13,1
Store_1,3260,7.414127620039427,15,0
Store_1,3180,3.0957525157039445,9,0
Store_1,4286,4.832555129618356,6,0
Store_1,1538,3.4943239020249957,14,0
Store_1,6407,9.689173640108734,2,0
Store_1,4091,6.3996199690195175,6,1
Store_1,3485,5.265821847490891,14,1
Store_1,1648,2.2738076928393625,8,0
Store_1,3632,5.1996273376432836,5,0
Store_1,2773,3.637200174600781,15,1
Store_1,7008,7.107970966754148,1,1
Store_1,9812,7.898618245737351,1,1
Store_1,3419,4.934323298688106,9,0
Store_1,8677,4.050149310551588,9,0
Store_1,9064,4.555465582150426,17,0
Store_1,6351,5.549356276229374,17,0
Store_1,9623,4.652647796698735,10,0
Store_1,7046,4.769406222138935,12,0
Store_1,5325,3.159273213766701,9,0
Store_1,8008,7.108327677984583,5,1
Store_1,3281,3.5139698604722027,8,1
Store_1,9996,5.051510701846525,18,0
Store_1,9067,4.058001158494044,4,0
Store_1,7029,2.441352860236108,19,0
Store_1,4520,4.852243497366791,9,1
Store_1,3607,3.1469524673181306,14,1
Store_1,3484,5.738496886701914,16,0
Store_1,4455,3.429282510295132,4,1
Store_1,7135,6.746214636499401,14,0
Store_1,6726,4.377753112040193,16,0
Store_1,3145,7.216883240165073,7,0
Store_1,2823,4.952890977855076,14,1
