client_id,Age,Annual_Income,Loan_Amount,Credit_Score,Payment_History,Active_Accounts,Total_Debt,Loan_Default
Bank_A,62,34204.559815115404,34487.38422588733,611.7733722010977,5,22,29428.63687592781,0
Bank_A,55,64805.16336861833,20256.191130084873,697.1163545522957,12,3,21526.78871961903,0
Bank_A,52,51729.3206550914,11401.70619163149,593.1527287392602,3,13,34498.01932623214,0
Bank_A,35,81222.88010015916,19346.00199171952,688.4926856602917,8,11,49902.39049005548,0
Bank_A,67,96017.8244071897,30415.00697868343,768.1013468864792,6,20,36860.03653395277,0
Bank_A,55,77905.6069223724,32789.94304826578,720.6275801467319,4,4,55983.38752971533,0
Bank_A,43,41567.14501295399,20812.993994314664,734.7021625910462,10,4,48851.36971220434,1
Bank_A,32,80531.7372817951,12396.428308084025,563.3754329464763,7,6,26329.586088608972,0
Bank_A,43,31048.893733406,26218.651710158814,608.8476903119645,3,8,31975.303660735364,0
Bank_A,33,105831.49181556203,8593.426324461441,650.3362053341605,2,17,32897.969644727316,0
Bank_A,25,72448.30038458921,23067.378561672762,575.3733354427856,5,23,22262.547125217672,0
Bank_A,21,47720.15576369443,37800.75153644215,790.8491820076734,6,17,27015.625525926276,0
Bank_A,54,67846.80455387547,29657.592736801147,623.4036303695494,15,16,31941.160745175093,0
Bank_A,47,28328.683591317033,46870.83136092658,632.3663605389403,4,15,32320.89523639303,0
Bank_A,26,27133.927211687063,29906.64202167636,625.3641154296505,6,23,19287.805657055014,1
Bank_A,56,63877.98435955938,11105.376359792812,759.5667394712585,2,24,54217.573322418466,1
Bank_A,31,59386.690934258804,33016.25338603581,815.2605202343939,7,5,29173.69803331246,0
Bank_A,29,40282.63060413052,13676.71177775346,756.3756364294848,10,2,46555.90733454618,0
Bank_A,64,61912.67523220075,19855.89834883275,656.9950369535882,7,8,9238.056101347393,0
Bank_A,56,53636.528649446525,40185.84625945666,519.1336248280079,11,6,32202.95970173837,0
Bank_A,31,49633.67300559576,33220.60187730012,649.2003556402532,7,4,31855.616920416658,0
Bank_A,32,74926.94298003256,17038.699644094806,588.8409031209258,5,5,29785.498496343433,1
Bank_A,22,52241.125684481915,20661.455268903675,754.7733132052022,12,1,35479.720104642,0
Bank_A,52,43507.92388411324,40682.073284328566,937.6547521205869,3,20,16801.58250329597,0
Bank_A,59,74571.97208868514,23801.26508732245,754.338827426965,1,20,35837.69024762115,0
Bank_A,43,61907.554112843136,33524.9208812854,697.7306479453309,7,1,31969.471405727083,0
Bank_A,44,64345.639422783766,12054.640482376819,648.9158307517381,13,3,26838.950548039466,0
Bank_A,65,76603.85305439189,25075.340465053698,656.6924757832849,5,23,46071.38367287919,0
Bank_A,57,66207.70872770516,41132.68751975567,677.5438341257161,10,15,49312.81887588752,0
Bank_A,21,85641.87764217563,31892.90473367429,634.8175077925722,3,19,45379.14977152209,0
Bank_A,45,36011.3408086613,19391.778016485376,830.7962547598598,1,23,27060.028173808,0
Bank_A,54,92568.49895262156,18799.991180136705,621.7004776828893,5,18,48767.92836086495,0
Bank_A,69,77396.83502946397,29329.082000927818,726.1986942456718,11,15,31102.157094966282,0
Bank_A,57,63649.029602964445,30929.712494106003,724.9948041524655,4,20,49083.1664772814,0
Bank_A,30,94666.87627571357,21064.68444624485,813.8430072592237,4,22,33931.60254200046,0
Bank_A,47,55781.15155286038,12225.642162341603,637.6578786612032,1,16,46535.869612089286,0
Bank_A,51,67668.87578173577,32943.39483946737,692.838106754474,7,8,32593.424102591798,0
Bank_A,23,90426.5138401762,28678.49067434935,827.8122128277897,8,8,12443.308894499347,0
Bank_A,33,65451.13838480595,49117.262954220896,745.8339293667377,10,1,24606.655885065476,0
Bank_A,28,70976.17291751804,29385.042677671026,613.2115474701561,8,14,19339.851660652654,0
Bank_A,49,55515.768684323986,20175.881186029426,677.1148513822552,6,8,10443.325450344877,0
Bank_A,34,39832.97699220164,15137.602476270931,603.5832281687236,15,23,29904.700933748496,0
Bank_A,65,54940.41235895288,24347.59968843939,703.0572807823048,9,18,49819.902455001524,1
Bank_A,37,44173.17358731021,5541.617080932352,608.8645486172078,4,20,39782.05299237081,1
Bank_A,49,34369.55355362719,34771.91955415592,715.4115686064151,1,11,49046.0488092283,0
Bank_A,39,78326.83920721425,36288.86634192348,687.542747196123,1,7,-3276.757792389086,0
Bank_A,21,78775.63816767455,31269.881448087846,706.1625495084373,10,12,44151.82805571421,0
Bank_A,41,76613.39306359181,50791.03673702586,690.5012862579298,11,7,30292.4934995407,0
Bank_A,22,41285.67150186052,10500.38379260444,775.0756505170832,10,20,9401.550521562109,0
Bank_A,67,70975.20255782861,18150.029883920648,759.913167856785,12,24,32333.31854851683,1
Bank_A,53,51753.267806906835,28415.535290037344,621.7054584738082,14,21,37124.029932296755,1
Bank_A,34,40695.568309306385,16399.834730176422,716.9230887011779,15,12,32470.17011687004,0
Bank_A,60,74186.75284243272,27313.826841683567,648.6731657434742,8,8,51783.436000603804,0
Bank_A,61,101723.7656178441,1393.5806249875386,587.7608405844645,5,14,38511.90961949363,1
Bank_A,54,47592.8512579935,5721.798192418915,624.1314412155137,7,10,19393.143321881813,0
Bank_A,24,92113.71254662107,24200.683736441355,748.8264861834477,3,23,28446.183427932046,0
Bank_A,55,78875.2350735492,35840.08596108855,645.5305029491169,12,19,29723.04941035277,1
Bank_A,27,61255.358944697495,20639.822843673224,686.4282753369856,1,18,46288.32673998401,0
Bank_A,65,65366.68828260722,33583.16232719532,724.3614265030351,4,4,23199.0887959646,0
Bank_A,23,68805.22746322097,27104.902636477003,854.0740637483962,10,19,33834.903241346765,0
Bank_A,57,45798.94326923863,24590.798078063217,651.9823772946348,15,16,40286.36310506207,0
Bank_A,57,23163.192678618856,25345.228500011992,605.8743509261823,6,10,29631.793458473396,0
Bank_A,65,76562.10223291273,24395.941335559895,646.2238727550192,15,13,54510.967496402794,1
Bank_A,40,54107.40670390381,25955.332969068706,632.496169883662,5,21,41012.00801918098,0
Bank_A,58,62510.64114342929,27817.63639383513,520.6714316229393,9,4,29425.69321589485,0
Bank_A,52,82583.54339746365,32833.68739817751,750.910261820311,8,3,33063.587009582654,0
Bank_A,40,60364.4353151823,32767.334597101155,751.4162435495764,6,9,44777.03909255265,0
Bank_A,57,40853.9343320216,15103.578491702052,631.9016839842386,10,24,34585.60999066065,0
Bank_A,22,68498.73652078077,31855.83037558777,632.2610483059433,10,13,56623.295697641865,0
Bank_A,66,77571.33364920685,24101.866530636737,759.5798011356868,2,10,20515.8414891001,0
Bank_A,26,74127.09299816946,30219.992285000593,679.8587871074185,8,18,37225.66115845663,0
Bank_A,34,41511.931517252124,27736.690221135224,595.8087658708599,7,6,19186.70819241322,0
Bank_A,49,61753.510687012524,25829.60534892928,729.3962786357986,7,6,34244.380707798286,0
Bank_A,42,58811.3823550012,33537.24223240292,619.1600487820272,5,12,26194.522120803966,0
Bank_A,61,61562.51082343525,22587.991782901936,728.4531059857936,15,16,29182.48372581432,0
Bank_A,31,44395.035104902054,27249.726272604476,672.3962649088276,3,16,43776.96798317352,0
Bank_A,50,22864.74396592166,28616.98690666726,628.5807155871851,1,22,22320.4024009949,1
Bank_A,66,62543.68282681016,52492.420159576795,719.31112261102,14,24,50024.27871147531,0
Bank_A,68,22159.160428739633,6824.843728335789,724.6762740351733,15,12,33749.786957479606,0
Bank_A,43,47739.46139430218,24165.120496940624,657.4732918527595,3,17,31365.23090304378,0
Bank_A,27,79939.79756823086,36632.872703021654,656.9878207657039,6,10,29761.326402411003,0
Bank_A,64,52237.854391482775,32048.316340709687,664.1390017674759,1,7,50155.129595292456,0
Bank_A,62,129430.98953610954,16720.134019981724,577.602421102669,12,22,48565.50597825377,0
Bank_A,46,64412.13418035004,22763.471761691806,758.2547743386848,4,20,31533.550359478733,0
Bank_A,55,71842.03151888248,24142.802640753172,751.07955320882,4,15,16105.082448852143,0
Bank_A,52,70544.4409515117,25597.30503182771,625.8131262549115,11,18,49601.11720800575,0
Bank_A,28,52458.74507631855,13609.71805927029,594.330478517081,2,9,20357.776299990714,0
Bank_A,34,49890.27619261259,30578.529954170877,682.593380907946,9,18,26612.588111455385,0
Bank_A,50,53858.996142174336,44862.77646302275,499.00339492742137,4,14,35203.92533975035,1
Bank_A,61,54152.49917982392,24520.982259657132,798.8726888398745,14,5,30450.276205289007,0
Bank_A,58,19995.08265953636,27880.364125181437,542.089388739038,10,14,41827.539766584174,0
Bank_A,35,87824.56256145045,31301.687190814355,691.8208578348105,12,11,30968.90360988177,0
Bank_A,47,100496.93402920885,36899.1178285299,644.5929757258103,12,24,40969.46488386147,0
Bank_A,37,23765.369124824545,25448.670976490776,728.9544547791636,3,7,24385.28690967885,0
Bank_A,55,64978.79553872548,49333.87009629315,531.0437090101072,1,13,61408.50600277976,0
Bank_A,35,29625.6339295881,20681.493353220427,767.0347298086698,13,16,41268.21878078824,0
Bank_A,47,35407.98036400044,32236.41674307986,707.0714710659582,14,19,41768.2136336219,0
Bank_A,27,64584.35376579,32205.256734285234,786.0263939862539,14,24,16308.310148861612,0
Bank_A,40,58078.015202265175,9658.952248557855,686.1551117705045,14,4,20422.03776094808,0
Bank_A,46,83747.69688340192,34494.82841742501,565.4800776419261,7,21,46316.01592401421,0
Bank_A,38,89428.71662237176,28854.799908311852,701.9681268674364,10,15,39087.1657630915,0
Bank_A,29,51192.85551515981,17875.516010207568,737.2286349099153,2,10,37836.13858749241,0
Bank_A,28,66579.2654649076,29372.133641123146,678.2485259645123,13,10,2062.515098393007,0
Bank_A,21,75913.43551770101,24965.34064343955,774.3373656816981,2,3,41546.34588962261,0
Bank_A,61,99812.24105821303,21891.815224746777,682.3557977499762,9,17,14632.030758317687,0
Bank_A,29,86608.19495263061,25856.70209521652,850.6258275882419,14,1,68195.85219310035,0
Bank_A,47,84743.91088895823,17166.135725985172,666.5478039091557,2,17,28570.653387983806,0
Bank_A,23,39259.26779723508,20413.92630455405,638.0864401072286,12,12,28060.25857342634,0
Bank_A,39,96659.74770341218,32191.573409559,769.0664243403079,7,17,24706.778505230945,1
Bank_A,27,42398.12712556345,27150.234608719675,668.5579158185802,15,5,30605.03249199777,0
Bank_A,51,55576.2713946439,33918.45854161016,716.7617545514868,2,22,31992.71810824781,0
Bank_A,23,33437.66648492629,7388.93594876233,536.1327879759147,1,5,58812.82748053038,0
Bank_A,30,58120.12259997747,18877.28565794371,659.4275629675116,9,6,56119.723127565376,0
Bank_A,61,50928.00416576986,27197.43061759074,694.660153796822,7,1,35608.50474734685,0
Bank_A,24,54356.6994390369,12599.670551935225,612.0728807779116,4,2,21752.872515618263,0
Bank_A,40,70048.81406560083,26453.389050804937,632.1246272753516,10,6,28605.780222145848,0
Bank_A,25,69356.37393995866,18015.164426359413,770.723436304513,11,23,19628.277835918198,1
Bank_A,62,32103.701300247038,19772.60917752706,663.2966520401635,12,23,42388.932300309585,0
Bank_A,64,86482.29310050816,23115.85588535918,703.3942309948327,10,3,36854.12781835435,0
Bank_A,63,75067.08481069417,35532.70128723253,740.7973019648139,7,3,49503.4516699934,0
Bank_A,61,85266.16953513402,17253.13020687077,713.7818042226324,14,6,43959.82704225764,0
Bank_A,43,58661.94037521996,28024.292994527674,628.5425285916361,14,18,30789.402442318606,0
Bank_A,38,55974.60512670008,29994.97031430492,789.3359702699847,9,23,36336.014896315355,0
Bank_A,63,69694.49933044505,23592.838096722146,669.0757626071608,10,23,43968.262044864445,0
Bank_A,56,51518.43996797593,15242.95935578807,704.9441785235688,1,1,38888.17194486656,0
Bank_A,66,56706.087539965905,30202.479791523805,672.3899520841536,1,11,19221.72576623947,1
Bank_A,59,92894.64181743079,15952.934611346818,698.0362019965257,8,2,34567.35131487272,0
Bank_A,32,97612.8614572478,35562.324922302025,747.6413848668387,9,20,3460.820609587736,0
Bank_A,26,40824.24304399258,26968.942129220137,658.3911353717515,11,14,30675.87539703116,1
Bank_A,21,82174.15384430147,29961.473235909725,700.131716996924,9,13,41455.26673551158,0
Bank_A,44,98075.9086933066,-803.2102082345154,740.7172359571042,8,17,33271.36568620171,0
Bank_A,41,62087.47322945773,29861.527824335142,644.7086590163527,3,17,49411.53993510332,0
Bank_A,65,55699.08857676876,31076.316179496076,771.5045547311244,13,20,26967.077869933368,0
Bank_A,64,66961.29672060914,29690.895230905226,751.2996119801412,1,3,57322.93108737777,0
Bank_A,38,43673.75350509995,28080.534274703732,699.298466798647,3,1,41598.59245076447,0
Bank_A,56,39441.149334551264,15139.677839120854,687.8001026493977,10,14,57414.50066410813,1
Bank_A,38,54113.95367476239,27883.0286923687,691.9440302420294,3,1,35820.17668168712,0
Bank_A,68,57031.98488426417,5568.024323141439,584.0048463130581,13,5,19177.69170478225,1
Bank_A,21,59197.1046627931,40258.66258904551,731.2066086878725,10,18,20883.648890967164,0
Bank_A,42,86752.2882999472,46625.12172679401,615.0847628029779,10,2,35540.15010599137,0
Bank_A,44,81125.39298623397,14310.702745146078,765.9791961490458,8,3,23826.83722602592,0
Bank_A,38,53454.318795346066,34376.181053714725,606.1799428027668,3,13,17638.038572918762,0
Bank_A,65,85696.76758876779,19233.315444956675,726.1565309534881,14,2,29324.733813463652,0
Bank_A,28,35738.70269380126,26695.094180665576,598.8144363832231,12,11,38360.305427684536,0
Bank_A,34,63854.118523052915,30059.528097356397,679.1880102268034,6,24,37088.55537276644,0
Bank_A,26,12035.916737529602,18232.226105557533,658.3792359209446,12,11,28806.40433743108,0
Bank_A,68,77549.30971056888,2310.215674118648,563.9594982822045,2,5,26710.797655680777,0
Bank_A,50,59960.23309077703,40186.19985477843,562.3141222799896,4,4,34607.66881057813,0
Bank_A,61,9739.253177685408,14213.348189144994,633.4444078456746,12,3,38838.338866570906,0
Bank_A,50,65162.41553739674,32291.374697682237,572.4812911187228,3,24,24069.167402350424,0
Bank_A,39,71584.26881823597,11730.257176273739,606.0337489090997,5,4,32595.550622062485,0
Bank_A,34,51520.044542648255,33500.55830473533,675.5389187231904,1,24,22326.335185047275,0
Bank_A,43,74078.92632757199,36025.51678345762,610.6832280689969,11,2,58759.17573828676,0
Bank_A,28,71758.66516507814,23207.800681855926,747.4012507882906,5,9,19936.336286836337,0
Bank_A,50,66869.07794513984,16562.73631308898,752.8269550422251,12,3,37484.50814574151,0
Bank_A,51,69031.15624437903,23618.144179385552,768.9022079779281,14,12,21856.480803187493,0
Bank_A,21,72427.63087084747,28758.2363625106,643.7678104691649,4,1,39653.6193339711,0
Bank_A,47,44318.62891085565,26718.199461613163,714.271818460057,7,17,46613.178693969116,0
Bank_A,37,70713.42641096948,28741.81694243159,612.4934379358021,12,4,29958.5205825628,0
Bank_A,66,40686.08819792651,19900.86557017258,671.0038248264774,2,17,39253.48764200631,0
Bank_A,51,73024.32118919588,12336.991064390284,776.7100456222546,3,15,31717.892712063516,1
Bank_A,31,83189.41507437456,26548.484670453694,769.8286765953286,14,7,56447.838213185954,0
Bank_A,31,75737.23065345212,19104.31954554837,609.0863902938777,5,22,38762.581188619384,0
Bank_A,24,61390.796754070165,30091.247043587373,671.715482968933,12,13,50560.99630008792,1
Bank_A,64,74401.37845561033,27040.973301522965,689.4443894661969,8,2,48343.712124843194,1
Bank_A,69,63580.53419440364,10124.651377127886,624.162691363209,11,18,49175.22792840756,0
Bank_A,51,72591.09236651636,37148.2212164323,631.9792668866828,14,6,40807.83963970224,0
Bank_A,47,54620.95645773517,16745.542373811855,786.8023205860385,14,18,11840.824642705873,1
Bank_A,42,67560.76000320553,31032.28123925447,618.0456731563823,14,2,28846.384415855162,1
Bank_A,47,83338.3369978166,5552.719675727229,610.8047882834833,15,2,27806.898213203473,1
Bank_A,65,20901.928309077295,29443.54718083708,696.3480927948949,9,22,31290.593722470407,0
Bank_A,67,69380.2809288121,29280.5615245599,610.9741475377416,2,10,48122.87613742033,0
Bank_A,50,12812.747330841594,27875.88199007581,631.836948508712,7,4,35745.72130104015,0
Bank_A,52,71138.37374499375,28480.13410876776,729.4366834457799,9,13,65390.38124339959,0
Bank_A,54,66445.3586517775,23372.62943891672,680.899702967935,7,2,41899.786469251114,0
Bank_A,68,84078.44586005957,19853.69335791339,711.805826047677,4,21,45642.13134149304,0
Bank_A,26,52873.29907352338,-3369.577945166988,733.584494805545,12,23,44653.28016313153,0
Bank_A,66,54556.39656877445,29565.659023566484,740.1122346681404,1,13,48734.510632386235,0
Bank_A,35,77461.275599887,27073.81759536445,801.8017682208593,9,11,13723.518674777348,1
Bank_A,31,84089.66766604205,19232.70339208997,742.4252801492404,3,19,44252.021559651774,1
Bank_A,24,87483.35734526563,4944.662117162668,681.5861720409418,1,17,54423.464973029564,0
Bank_A,64,72668.39594027991,30945.249552960016,538.0022794171284,13,6,40354.74032847777,0
Bank_A,35,124992.60678789235,23916.831994511038,755.6478696672846,1,21,46104.225441844756,0
Bank_A,53,72032.45041035941,19655.497240380133,631.5165291608279,7,14,45212.83170522435,0
Bank_A,54,27143.892478671056,12973.647752535684,646.6973063680439,15,19,14189.85964045706,1
Bank_A,42,83175.4451829933,31097.78515513391,700.1084559019883,11,23,44608.056123888804,0
Bank_A,46,63937.15281949085,48365.17849509003,792.6299208716811,11,16,39741.36362268923,1
Bank_A,37,46194.8890934559,29753.698526790504,648.7915845006271,8,22,29639.032663877948,0
Bank_A,39,44708.78813306196,24641.620369266835,652.8619724974805,2,2,34194.64574844801,1
Bank_A,52,82219.97534734252,5889.570722862329,757.6865624052568,13,7,42503.03906728014,0
Bank_A,52,102380.8403900397,30839.550949663124,601.2297245021917,12,7,30653.165785874226,1
Bank_A,51,57389.76121424663,25878.20266801215,748.4684744376548,14,7,53623.22901409514,0
Bank_A,44,10818.35465055373,40080.67508261575,614.742965677706,3,22,51710.37543620696,0
Bank_A,21,112873.4756612994,22559.979632525647,580.2213291851366,3,16,52211.56244518509,1
Bank_A,65,43446.59734365376,19522.641838648116,708.677611874913,14,21,40291.98123879181,0
Bank_A,69,72487.44924167127,37200.04133374931,656.5947108184517,9,17,17873.70298901136,0
Bank_A,55,52901.1497110215,18332.152208581945,796.0005134261661,9,8,24414.887797519048,1
Bank_A,34,102744.46910894958,34540.827920064214,719.3545746027106,7,9,48329.813369473064,0
Bank_A,52,72042.5804337534,16192.335841393473,639.1574661957528,15,16,15482.893778799567,0
Bank_A,59,74622.1610162643,14257.424823271094,717.0359356857937,5,15,30393.50897770768,0
Bank_A,42,58830.55595206351,14317.796228620842,669.2046473706818,10,2,29189.138924816507,0
Bank_A,23,62355.74380003994,26133.125574718557,684.8821425530352,4,12,29346.674031523566,0
Bank_A,66,67177.95813449917,27521.832819849864,700.500469517149,9,9,14442.557569271343,0
Bank_A,25,23625.20477468351,2261.969737383708,636.0930858960766,12,10,28572.362286540847,0
Bank_A,39,20583.422625036634,31121.792664373323,676.4645892067615,13,4,40474.15178740576,0
Bank_A,44,88614.25414838204,29232.87041692529,700.5203173511409,14,6,12469.06276069412,0
Bank_A,58,62227.205283466836,48384.17187496759,635.1465813566793,8,17,41441.669257271424,0
Bank_A,63,74528.34132792833,37486.194751521645,689.9749251040472,13,22,33984.853316451015,0
Bank_A,44,48988.08080359378,12822.539817544797,722.1214634023945,13,22,48057.458295960474,1
Bank_A,50,75239.28032730026,47067.15639359971,698.786017771849,13,19,47677.07987315519,0
Bank_A,32,99252.08717250562,35941.31676083267,697.5894876269783,4,11,45475.38790455797,0
Bank_A,43,55504.960273694465,9994.711931038773,695.2995351226434,2,7,27734.30228417208,0
Bank_A,50,42538.85182310655,18046.720848681143,692.7798132219754,12,2,27467.22379704818,0
Bank_A,49,54214.1285401491,22117.554294915797,645.8378768573367,12,20,40520.921078897765,0
Bank_A,29,83093.92408957594,26895.315768783123,633.7401919432901,15,13,44447.482365683056,1
Bank_A,43,76549.80933413841,12418.330048404086,689.0603660364075,4,15,63087.832057151565,0
Bank_A,40,54638.284720987256,19917.965758394457,589.891139766596,15,16,29466.13790210403,0
Bank_A,67,53318.864672891315,19100.65132785853,650.5352608924809,4,9,29216.570703888086,0
Bank_A,65,39439.286852580975,25607.039901306565,690.3617491035909,1,5,45455.70829205704,0
Bank_A,25,87166.15897271178,42301.21404879993,604.6777991615953,5,14,19604.84650803048,1
Bank_A,25,51624.1016322435,33859.22059331419,708.498423421796,4,4,41153.91920008222,0
Bank_A,40,43664.572976972966,29373.218183003948,675.043622883938,1,15,19581.513446147164,0
Bank_A,44,59700.89819804816,25422.10145807505,736.8651289449588,5,1,35431.85609821083,0
Bank_A,60,90286.60629236669,-3649.0493288629186,685.2145790513936,13,19,27750.262383473768,0
Bank_A,38,18520.232809397254,12846.428972698706,632.6652425519927,7,24,18893.26351368123,0
Bank_A,39,88063.555373099,35910.42032646016,541.9701844736269,7,3,18440.85066098756,1
Bank_A,53,70304.415569394,41867.8167704761,628.7601073761907,11,17,12642.836342576553,0
Bank_A,44,79982.01038599265,36831.43274299325,640.2437167833307,13,17,27833.05339384382,0
Bank_A,47,63670.84470121485,20629.6302831551,573.6261021247906,12,14,28123.97148241333,0
Bank_A,45,65834.89664506934,21988.793185265717,803.7674294277741,4,22,17565.152962211887,0
Bank_A,39,24126.888975357928,31934.14381951208,656.5909011335059,5,22,26792.50565403853,0
Bank_A,29,45593.51216431891,28366.300673546506,601.5932249826415,8,9,38284.98653339445,0
Bank_A,69,35326.65988783265,34739.88202860954,648.2182726537267,1,6,49212.02153605594,0
Bank_A,36,34235.63766390158,36560.766938191635,720.4969517806107,12,6,23941.27610828125,0
Bank_A,65,70028.03696593955,20135.451296340696,786.7374122229712,1,22,13947.554631262883,0
Bank_A,52,74449.04478099247,36875.7386287606,744.7931113279872,4,9,5997.746278788589,0
Bank_A,24,81286.53428867296,26912.130207284416,740.698077371726,10,8,44115.26645666287,0
Bank_A,41,90388.01779142905,27241.212313033855,689.9125307391699,8,15,24599.68747897569,1
Bank_A,64,56792.81203634474,28159.075191681128,782.7201720563029,2,12,42383.11027092656,0
Bank_A,22,57905.72776742214,16123.711556077613,700.90823387003,11,7,38596.915234450156,0
